"","borocd","report_month","n_reports_311","n_repairs_dot","total_population","median_age","median_household_income","pct_renters","rental_vacancy_rate","pct_with_college_degree","pct_foreign_born","road_miles"
"767",308,2024-10-31 20:00:00,6,0,109719,35.5,90978,79.5,2.59999990463257,52.7999992370605,26,43.4723136631731
"768",308,2024-11-30 19:00:00,28,15,109719,35.5,90978,79.5,2.59999990463257,52.7999992370605,26,43.4723136631731
"769",309,2022-12-31 19:00:00,11,7,97675,37.4000015258789,73751,81.0999984741211,2.20000004768372,40.0999984741211,34.2000007629395,40.7837314716422
"770",309,2023-01-31 19:00:00,21,10,97675,37.4000015258789,73751,81.0999984741211,2.20000004768372,40.0999984741211,34.2000007629395,40.7837314716422
"771",309,2023-02-28 19:00:00,20,2,97675,37.4000015258789,73751,81.0999984741211,2.20000004768372,40.0999984741211,34.2000007629395,40.7837314716422
"772",309,2023-03-31 20:00:00,4,2,97675,37.4000015258789,73751,81.0999984741211,2.20000004768372,40.0999984741211,34.2000007629395,40.7837314716422
"773",309,2023-04-30 20:00:00,15,5,97675,37.4000015258789,73751,81.0999984741211,2.20000004768372,40.0999984741211,34.2000007629395,40.7837314716422
"774",309,2023-05-31 20:00:00,7,3,97675,37.4000015258789,73751,81.0999984741211,2.20000004768372,40.0999984741211,34.2000007629395,40.7837314716422
"775",309,2023-06-30 20:00:00,12,4,97675,37.4000015258789,73751,81.0999984741211,2.20000004768372,40.0999984741211,34.2000007629395,40.7837314716422
"776",309,2023-07-31 20:00:00,12,10,97675,37.4000015258789,73751,81.0999984741211,2.20000004768372,40.0999984741211,34.2000007629395,40.7837314716422
"777",309,2023-08-31 20:00:00,12,9,97675,37.4000015258789,73751,81.0999984741211,2.20000004768372,40.0999984741211,34.2000007629395,40.7837314716422
"778",309,2023-09-30 20:00:00,16,10,97675,37.4000015258789,73751,81.0999984741211,2.20000004768372,40.0999984741211,34.2000007629395,40.7837314716422
"779",309,2023-10-31 20:00:00,16,3,97675,37.4000015258789,73751,81.0999984741211,2.20000004768372,40.0999984741211,34.2000007629395,40.7837314716422
"780",309,2023-11-30 19:00:00,16,5,97675,37.4000015258789,73751,81.0999984741211,2.20000004768372,40.0999984741211,34.2000007629395,40.7837314716422
"781",309,2023-12-31 19:00:00,14,5,97675,37.4000015258789,73751,81.0999984741211,2.20000004768372,40.0999984741211,34.2000007629395,40.7837314716422
"782",309,2024-01-31 19:00:00,12,8,97675,37.4000015258789,73751,81.0999984741211,2.20000004768372,40.0999984741211,34.2000007629395,40.7837314716422
"783",309,2024-02-29 19:00:00,18,5,97675,37.4000015258789,73751,81.0999984741211,2.20000004768372,40.0999984741211,34.2000007629395,40.7837314716422
"784",309,2024-03-31 20:00:00,20,10,97675,37.4000015258789,73751,81.0999984741211,2.20000004768372,40.0999984741211,34.2000007629395,40.7837314716422
"785",309,2024-04-30 20:00:00,21,13,97675,37.4000015258789,73751,81.0999984741211,2.20000004768372,40.0999984741211,34.2000007629395,40.7837314716422
"786",309,2024-05-31 20:00:00,24,17,97675,37.4000015258789,73751,81.0999984741211,2.20000004768372,40.0999984741211,34.2000007629395,40.7837314716422
"787",309,2024-06-30 20:00:00,13,9,97675,37.4000015258789,73751,81.0999984741211,2.20000004768372,40.0999984741211,34.2000007629395,40.7837314716422
