"","term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"1","(Intercept)",1.99450192485,1.09599608721963,1.8198075231361,0.0687883216633039,-0.0770380352006739,4.07714179165026
"2","log(total_population)",0.0318106350401815,0.092599294230511,0.343529994526676,0.731199779837411,-0.144032598690388,0.206940774136472
"3","median_household_income",0.297578648624697,0.0330414376243804,9.00622581885242,2.13269760984922e-19,0.232436945693251,0.363587791101303
"4","pct_foreign_born",0.0833328381590049,0.0310336171910473,2.68524412239786,0.00724768469279535,0.0234794444563722,0.14356844686734
"5","pct_renters",0.133646332687812,0.033329623303195,4.0098362790377,6.0760862927271e-05,0.0674141451797655,0.198800655729977
